event,confirm,exit,min_hold,filter,n_trades,n_weeks,t_stat,win_rate,cagr,maxdd,calmar,by_year
tm21_15,ma20_w5,water_slope,20,mkt_ma20,543,78,-0.88,48.8,0.95,-4.72,0.201,"{""2021"": 3.3, ""2022"": -1.4, ""2023"": 1.1, ""2024"": 0.6}"
tm21_15,ma20_w5,ndaylow5,0,none,1293,169,-1.18,38.8,1.33,-4.63,0.287,"{""2021"": 3.2, ""2022"": 0.4, ""2023"": 0.0, ""2024"": 1.3}"
tm21_15,ma20_w5,ndaylow5,0,mkt_ma60,541,64,-0.43,46.4,0.77,-3.01,0.257,"{""2021"": 1.1, ""2022"": -0.3, ""2023"": 0.0, ""2024"": 2.0}"
tm21_15,ma20_w5,ndaylow5,0,mkt_ma20,600,80,-1.04,42.5,0.42,-3.28,0.128,"{""2021"": 0.8, ""2022"": -0.1, ""2023"": -0.3, ""2024"": 1.3}"
tm21_15,ma20_w5,ndaylow5,10,none,1282,168,-0.86,45.5,1.82,-5.46,0.334,"{""2021"": 3.4, ""2022"": 0.7, ""2023"": -0.0, ""2024"": 2.8}"
tm21_15,ma20_w5,ndaylow5,10,mkt_ma60,536,63,-0.8,49.8,0.78,-3.45,0.226,"{""2021"": 1.3, ""2022"": -0.4, ""2023"": 0.0, ""2024"": 2.0}"
tm21_15,ma20_w5,ndaylow5,10,mkt_ma20,598,79,-0.93,46.7,0.46,-3.78,0.122,"{""2021"": 1.0, ""2022"": -0.4, ""2023"": -0.3, ""2024"": 1.5}"
tm21_15,ma20_w5,ndaylow5,20,none,1262,166,-0.88,48.6,1.87,-6.32,0.295,"{""2021"": 4.6, ""2022"": 0.3, ""2023"": -0.5, ""2024"": 2.6}"
tm21_15,ma20_w5,ndaylow5,20,mkt_ma60,534,62,-1.01,51.9,0.68,-4.28,0.158,"{""2021"": 1.9, ""2022"": -0.7, ""2023"": -0.1, ""2024"": 1.3}"
tm21_15,ma20_w5,ndaylow5,20,mkt_ma20,596,79,-2.04,47.7,0.13,-4.6,0.028,"{""2021"": 1.5, ""2022"": -0.6, ""2023"": -0.7, ""2024"": 0.3}"
tm21_15,ma20_w5,ndaylow10,0,none,1284,169,-3.07,37.5,0.87,-7.06,0.123,"{""2021"": 4.7, ""2022"": -0.9, ""2023"": -0.3, ""2024"": -0.4}"
tm21_15,ma20_w5,ndaylow10,0,mkt_ma60,536,64,-1.54,39.0,0.45,-5.18,0.087,"{""2021"": 2.6, ""2022"": -0.9, ""2023"": -0.1, ""2024"": -0.0}"
tm21_15,ma20_w5,ndaylow10,0,mkt_ma20,595,80,-2.41,35.6,0.01,-5.36,0.001,"{""2021"": 1.9, ""2022"": -0.6, ""2023"": -0.6, ""2024"": -0.7}"
tm21_15,ma20_w5,ndaylow10,10,none,1272,168,-2.58,39.9,1.14,-7.48,0.153,"{""2021"": 4.8, ""2022"": -1.0, ""2023"": -0.3, ""2024"": 0.7}"
tm21_15,ma20_w5,ndaylow10,10,mkt_ma60,531,63,-1.65,39.9,0.43,-5.33,0.081,"{""2021"": 2.7, ""2022"": -0.8, ""2023"": -0.1, ""2024"": -0.2}"
tm21_15,ma20_w5,ndaylow10,10,mkt_ma20,593,79,-2.28,37.1,-0.01,-5.66,-0.001,"{""2021"": 1.9, ""2022"": -0.7, ""2023"": -0.5, ""2024"": -0.6}"
tm21_15,ma20_w5,ndaylow10,20,none,1246,165,-1.21,44.0,1.51,-8.06,0.188,"{""2021"": 5.9, ""2022"": -1.5, ""2023"": 0.4, ""2024"": 0.8}"
tm21_15,ma20_w5,ndaylow10,20,mkt_ma60,528,61,-1.43,43.8,0.4,-5.83,0.068,"{""2021"": 3.1, ""2022"": -1.0, ""2023"": -0.2, ""2024"": -0.6}"
tm21_15,ma20_w5,ndaylow10,20,mkt_ma20,590,78,-0.6,40.8,0.05,-6.22,0.008,"{""2021"": 2.4, ""2022"": -0.9, ""2023"": 0.1, ""2024"": -1.5}"
tm21_15,ma20_w5,ndaylow20,0,none,1234,168,-1.91,33.1,1.22,-9.36,0.131,"{""2021"": 7.2, ""2022"": -2.3, ""2023"": 0.4, ""2024"": -0.9}"
tm21_15,ma20_w5,ndaylow20,0,mkt_ma60,524,63,-0.46,34.0,0.28,-7.27,0.039,"{""2021"": 4.6, ""2022"": -1.4, ""2023"": -0.3, ""2024"": -1.9}"
tm21_15,ma20_w5,ndaylow20,0,mkt_ma20,581,79,-0.16,30.3,0.13,-7.49,0.017,"{""2021"": 3.9, ""2022"": -1.0, ""2023"": 0.2, ""2024"": -2.5}"
tm21_15,ma20_w5,ndaylow20,10,none,1217,167,-1.6,34.9,1.42,-9.83,0.144,"{""2021"": 7.4, ""2022"": -2.5, ""2023"": 0.4, ""2024"": -0.1}"
tm21_15,ma20_w5,ndaylow20,10,mkt_ma60,520,62,-0.55,34.8,0.28,-7.31,0.039,"{""2021"": 4.7, ""2022"": -1.3, ""2023"": -0.3, ""2024"": -1.9}"
tm21_15,ma20_w5,ndaylow20,10,mkt_ma20,579,78,-0.2,31.4,0.12,-7.78,0.015,"{""2021"": 3.9, ""2022"": -1.2, ""2023"": 0.2, ""2024"": -2.4}"
tm21_15,ma20_w5,ndaylow20,20,none,1184,165,-1.06,37.0,1.58,-10.23,0.155,"{""2021"": 8.0, ""2022"": -2.7, ""2023"": 0.5, ""2024"": 0.1}"
tm21_15,ma20_w5,ndaylow20,20,mkt_ma60,517,61,-0.53,36.0,0.26,-7.56,0.034,"{""2021"": 4.8, ""2022"": -1.3, ""2023"": -0.3, ""2024"": -2.2}"
tm21_15,ma20_w5,ndaylow20,20,mkt_ma20,576,78,-0.09,32.8,0.06,-8.01,0.007,"{""2021"": 4.2, ""2022"": -1.2, ""2023"": 0.2, ""2024"": -3.0}"
tm21_15,ma20_w5,hold10,0,none,1290,169,-0.48,54.0,1.18,-2.77,0.428,"{""2021"": 2.4, ""2022"": 0.3, ""2023"": 1.0, ""2024"": 0.9}"
tm21_15,ma20_w5,hold10,0,mkt_ma60,539,64,0.12,62.5,0.99,-2.67,0.372,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 2.2}"
tm21_15,ma20_w5,hold10,0,mkt_ma20,600,80,0.85,58.2,0.82,-2.71,0.304,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 1.9}"
tm21_15,ma20_w5,hold10,10,none,1290,169,-0.48,54.0,1.18,-2.77,0.428,"{""2021"": 2.4, ""2022"": 0.3, ""2023"": 1.0, ""2024"": 0.9}"
tm21_15,ma20_w5,hold10,10,mkt_ma60,539,64,0.12,62.5,0.99,-2.67,0.372,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 2.2}"
tm21_15,ma20_w5,hold10,10,mkt_ma20,600,80,0.85,58.2,0.82,-2.71,0.304,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 1.9}"
tm21_15,ma20_w5,hold10,20,none,1290,169,-0.48,54.0,1.18,-2.77,0.428,"{""2021"": 2.4, ""2022"": 0.3, ""2023"": 1.0, ""2024"": 0.9}"
tm21_15,ma20_w5,hold10,20,mkt_ma60,539,64,0.12,62.5,0.99,-2.67,0.372,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 2.2}"
tm21_15,ma20_w5,hold10,20,mkt_ma20,600,80,0.85,58.2,0.82,-2.71,0.304,"{""2021"": 1.5, ""2022"": -0.1, ""2023"": 0.1, ""2024"": 1.9}"
tm21_15,ma20_w5,hold20,0,none,1274,166,-1.15,55.9,2.28,-3.74,0.61,"{""2021"": 3.7, ""2022"": 1.6, ""2023"": 0.8, ""2024"": 2.7}"
tm21_15,ma20_w5,hold20,0,mkt_ma60,535,62,0.57,62.8,1.59,-2.69,0.589,"{""2021"": 2.3, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 3.6}"
tm21_15,ma20_w5,hold20,0,mkt_ma20,598,79,0.31,57.9,1.07,-2.77,0.385,"{""2021"": 1.8, ""2022"": -0.1, ""2023"": -0.2, ""2024"": 2.7}"
tm21_15,ma20_w5,hold20,10,none,1274,166,-1.15,55.9,2.28,-3.74,0.61,"{""2021"": 3.7, ""2022"": 1.6, ""2023"": 0.8, ""2024"": 2.7}"
tm21_15,ma20_w5,hold20,10,mkt_ma60,535,62,0.57,62.8,1.59,-2.69,0.589,"{""2021"": 2.3, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 3.6}"
tm21_15,ma20_w5,hold20,10,mkt_ma20,598,79,0.31,57.9,1.07,-2.77,0.385,"{""2021"": 1.8, ""2022"": -0.1, ""2023"": -0.2, ""2024"": 2.7}"
tm21_15,ma20_w5,hold20,20,none,1274,166,-1.15,55.9,2.28,-3.74,0.61,"{""2021"": 3.7, ""2022"": 1.6, ""2023"": 0.8, ""2024"": 2.7}"
tm21_15,ma20_w5,hold20,20,mkt_ma60,535,62,0.57,62.8,1.59,-2.69,0.589,"{""2021"": 2.3, ""2022"": -0.2, ""2023"": 0.4, ""2024"": 3.6}"
tm21_15,ma20_w5,hold20,20,mkt_ma20,598,79,0.31,57.9,1.07,-2.77,0.385,"{""2021"": 1.8, ""2022"": -0.1, ""2023"": -0.2, ""2024"": 2.7}"
tm21_15,ma20_w5,hold30,0,none,1230,166,0.04,53.3,2.49,-5.15,0.483,"{""2021"": 5.4, ""2022"": 1.4, ""2023"": 0.3, ""2024"": 2.5}"
tm21_15,ma20_w5,hold30,0,mkt_ma60,534,61,0.05,56.6,1.16,-4.09,0.284,"{""2021"": 2.6, ""2022"": -0.3, ""2023"": 0.0, ""2024"": 2.1}"
tm21_15,ma20_w5,hold30,0,mkt_ma20,587,79,-1.15,51.3,0.51,-3.97,0.128,"{""2021"": 2.2, ""2022"": -0.4, ""2023"": -0.4, ""2024"": 0.6}"
tm21_15,ma20_w5,hold30,10,none,1230,166,0.04,53.3,2.49,-5.15,0.483,"{""2021"": 5.4, ""2022"": 1.4, ""2023"": 0.3, ""2024"": 2.5}"
tm21_15,ma20_w5,hold30,10,mkt_ma60,534,61,0.05,56.6,1.16,-4.09,0.284,"{""2021"": 2.6, ""2022"": -0.3, ""2023"": 0.0, ""2024"": 2.1}"
tm21_15,ma20_w5,hold30,10,mkt_ma20,587,79,-1.15,51.3,0.51,-3.97,0.128,"{""2021"": 2.2, ""2022"": -0.4, ""2023"": -0.4, ""2024"": 0.6}"
tm21_15,ma20_w5,hold30,20,none,1230,166,0.04,53.3,2.49,-5.15,0.483,"{""2021"": 5.4, ""2022"": 1.4, ""2023"": 0.3, ""2024"": 2.5}"
tm21_15,ma20_w5,hold30,20,mkt_ma60,534,61,0.05,56.6,1.16,-4.09,0.284,"{""2021"": 2.6, ""2022"": -0.3, ""2023"": 0.0, ""2024"": 2.1}"
tm21_15,ma20_w5,hold30,20,mkt_ma20,587,79,-1.15,51.3,0.51,-3.97,0.128,"{""2021"": 2.2, ""2022"": -0.4, ""2023"": -0.4, ""2024"": 0.6}"
tm21_15,ma20_w5,zhz_break,0,none,0,0,0.0,0.0,3.42,-26.76,0.128,"{""2021"": 17.5, ""2022"": -7.6, ""2023"": 4.6, ""2024"": -2.5}"
tm21_15,ma20_w5,zhz_break,0,mkt_ma60,0,0,0.0,0.0,3.57,-21.45,0.167,"{""2021"": 14.2, ""2022"": -5.0, ""2023"": 3.0, ""2024"": 0.2}"
tm21_15,ma20_w10,guanbian_dn,0,none,1803,178,-0.81,45.6,2.17,-4.28,0.506,"{""2021"": 3.0, ""2022"": 2.5, ""2023"": 0.6, ""2024"": 2.3}"
tm21_15,ma20_w10,guanbian_dn,0,mkt_ma60,708,68,0.52,51.6,1.34,-2.93,0.457,"{""2021"": 1.6, ""2022"": -0.3, ""2023"": 0.5, ""2024"": 3.3}"
tm21_15,ma20_w10,guanbian_dn,0,mkt_ma20,831,89,0.64,50.9,1.28,-3.02,0.425,"{""2021"": 1.1, ""2022"": 1.1, ""2023"": -0.0, ""2024"": 2.8}"
tm21_15,ma20_w10,guanbian_dn,10,none,1792,177,-0.15,49.6,2.68,-4.53,0.591,"{""2021"": 3.6, ""2022"": 2.8, ""2023"": 0.7, ""2024"": 3.2}"
tm21_15,ma20_w10,guanbian_dn,10,mkt_ma60,704,67,0.32,53.7,1.38,-2.93,0.469,"{""2021"": 1.8, ""2022"": -0.2, ""2023"": 0.5, ""2024"": 3.2}"
tm21_15,ma20_w10,guanbian_dn,10,mkt_ma20,829,88,0.61,53.2,1.38,-3.08,0.448,"{""2021"": 1.6, ""2022"": 0.8, ""2023"": 0.0, ""2024"": 2.9}"
tm21_15,ma20_w10,guanbian_dn,20,none,1753,175,0.18,54.3,3.06,-5.86,0.522,"{""2021"": 5.1, ""2022"": 3.5, ""2023"": 0.4, ""2024"": 2.7}"
tm21_15,ma20_w10,guanbian_dn,20,mkt_ma60,698,65,0.21,58.5,1.43,-3.4,0.42,"{""2021"": 2.4, ""2022"": -0.3, ""2023"": 0.4, ""2024"": 2.9}"
tm21_15,ma20_w5,zhz_break,0,mkt_ma20,0,0,0.0,0.0,3.25,-22.44,0.145,"{""2021"": 14.0, ""2022"": -5.3, ""2023"": 2.6, ""2024"": -0.1}"
tm21_15,ma20_w5,zhz_break,10,none,0,0,0.0,0.0,3.42,-26.76,0.128,"{""2021"": 17.5, ""2022"": -7.6, ""2023"": 4.6, ""2024"": -2.5}"
tm21_15,ma20_w5,zhz_break,10,mkt_ma60,0,0,0.0,0.0,3.57,-21.45,0.167,"{""2021"": 14.2, ""2022"": -5.0, ""2023"": 3.0, ""2024"": 0.2}"
tm21_15,ma20_w5,zhz_break,10,mkt_ma20,0,0,0.0,0.0,3.25,-22.44,0.145,"{""2021"": 14.0, ""2022"": -5.3, ""2023"": 2.6, ""2024"": -0.1}"
tm21_15,ma20_w5,zhz_break,20,none,0,0,0.0,0.0,3.42,-26.76,0.128,"{""2021"": 17.5, ""2022"": -7.6, ""2023"": 4.6, ""2024"": -2.5}"
tm21_15,ma20_w5,zhz_break,20,mkt_ma60,0,0,0.0,0.0,3.57,-21.45,0.167,"{""2021"": 14.2, ""2022"": -5.0, ""2023"": 3.0, ""2024"": 0.2}"
tm21_15,ma20_w5,zhz_break,20,mkt_ma20,0,0,0.0,0.0,3.25,-22.44,0.145,"{""2021"": 14.0, ""2022"": -5.3, ""2023"": 2.6, ""2024"": -0.1}"
tm21_15,ma20_w5,giveback,0,none,448,113,13.35,99.6,4.32,-20.06,0.215,"{""2021"": 13.4, ""2022"": -3.5, ""2023"": 3.1, ""2024"": 2.1}"
tm21_15,ma20_w5,giveback,0,mkt_ma60,273,45,10.74,99.6,3.89,-10.91,0.357,"{""2021"": 9.6, ""2022"": -1.9, ""2023"": 0.2, ""2024"": 6.4}"
tm21_15,ma20_w5,giveback,0,mkt_ma20,272,55,8.02,99.6,3.47,-12.75,0.272,"{""2021"": 9.7, ""2022"": -2.1, ""2023"": 0.1, ""2024"": 5.0}"
tm21_15,ma20_w5,giveback,10,none,448,113,13.35,99.6,4.32,-20.06,0.215,"{""2021"": 13.4, ""2022"": -3.5, ""2023"": 3.1, ""2024"": 2.1}"
tm21_15,ma20_w5,giveback,10,mkt_ma60,273,45,10.74,99.6,3.89,-10.91,0.357,"{""2021"": 9.6, ""2022"": -1.9, ""2023"": 0.2, ""2024"": 6.4}"
tm21_15,ma20_w5,giveback,10,mkt_ma20,272,55,8.02,99.6,3.47,-12.75,0.272,"{""2021"": 9.7, ""2022"": -2.1, ""2023"": 0.1, ""2024"": 5.0}"
tm21_15,ma20_w5,giveback,20,none,448,113,13.35,99.6,4.32,-20.06,0.215,"{""2021"": 13.4, ""2022"": -3.5, ""2023"": 3.1, ""2024"": 2.1}"
tm21_15,ma20_w5,giveback,20,mkt_ma60,273,45,10.74,99.6,3.89,-10.91,0.357,"{""2021"": 9.6, ""2022"": -1.9, ""2023"": 0.2, ""2024"": 6.4}"
tm21_15,ma20_w5,giveback,20,mkt_ma20,272,55,8.02,99.6,3.47,-12.75,0.272,"{""2021"": 9.7, ""2022"": -2.1, ""2023"": 0.1, ""2024"": 5.0}"
tm21_15,ma20_w10,guanbian_dn,20,mkt_ma20,826,87,0.28,56.3,1.28,-3.67,0.347,"{""2021"": 2.3, ""2022"": 1.2, ""2023"": -0.4, ""2024"": 1.9}"
tm21_15,ma20_w10,trend_dn,0,none,0,0,0.0,0.0,4.14,-29.1,0.142,"{""2021"": 22.4, ""2022"": -9.3, ""2023"": 4.0, ""2024"": -2.0}"
tm21_15,ma20_w10,trend_dn,0,mkt_ma60,0,0,0.0,0.0,4.1,-25.01,0.164,"{""2021"": 19.0, ""2022"": -7.6, ""2023"": 2.9, ""2024"": 0.3}"
tm21_15,ma20_w10,trend_dn,0,mkt_ma20,0,0,0.0,0.0,3.58,-25.44,0.141,"{""2021"": 17.1, ""2022"": -6.8, ""2023"": 3.1, ""2024"": -1.2}"
tm21_15,ma20_w10,trend_dn,10,none,0,0,0.0,0.0,4.14,-29.1,0.142,"{""2021"": 22.4, ""2022"": -9.3, ""2023"": 4.0, ""2024"": -2.0}"
tm21_15,ma20_w10,trend_dn,10,mkt_ma60,0,0,0.0,0.0,4.1,-25.01,0.164,"{""2021"": 19.0, ""2022"": -7.6, ""2023"": 2.9, ""2024"": 0.3}"
tm21_15,ma20_w10,trend_dn,10,mkt_ma20,0,0,0.0,0.0,3.58,-25.44,0.141,"{""2021"": 17.1, ""2022"": -6.8, ""2023"": 3.1, ""2024"": -1.2}"
tm21_15,ma20_w10,trend_dn,20,none,0,0,0.0,0.0,4.14,-29.1,0.142,"{""2021"": 22.4, ""2022"": -9.3, ""2023"": 4.0, ""2024"": -2.0}"
tm21_15,ma20_w10,trend_dn,20,mkt_ma60,0,0,0.0,0.0,4.1,-25.01,0.164,"{""2021"": 19.0, ""2022"": -7.6, ""2023"": 2.9, ""2024"": 0.3}"
tm21_15,ma20_w10,trend_dn,20,mkt_ma20,0,0,0.0,0.0,3.58,-25.44,0.141,"{""2021"": 17.1, ""2022"": -6.8, ""2023"": 3.1, ""2024"": -1.2}"
tm21_15,ma20_w10,v1_tp_or_td,0,none,1803,178,-0.74,45.2,2.19,-4.23,0.518,"{""2021"": 3.0, ""2022"": 2.4, ""2023"": 0.6, ""2024"": 2.4}"
tm21_15,ma20_w10,v1_tp_or_td,0,mkt_ma60,708,68,0.53,51.1,1.34,-2.93,0.457,"{""2021"": 1.6, ""2022"": -0.4, ""2023"": 0.6, ""2024"": 3.3}"
tm21_15,ma20_w10,v1_tp_or_td,0,mkt_ma20,831,89,0.7,50.4,1.29,-3.01,0.429,"{""2021"": 1.2, ""2022"": 1.0, ""2023"": 0.0, ""2024"": 2.8}"
tm21_15,ma20_w10,v1_tp_or_td,10,none,1792,177,-0.13,49.3,2.68,-4.51,0.595,"{""2021"": 3.6, ""2022"": 2.8, ""2023"": 0.7, ""2024"": 3.3}"
tm21_15,ma20_w10,v1_tp_or_td,10,mkt_ma60,704,67,0.33,53.4,1.38,-2.93,0.47,"{""2021"": 1.8, ""2022"": -0.2, ""2023"": 0.5, ""2024"": 3.2}"
tm21_15,ma20_w10,v1_tp_or_td,10,mkt_ma20,829,88,0.63,52.8,1.38,-3.08,0.448,"{""2021"": 1.6, ""2022"": 0.8, ""2023"": 0.1, ""2024"": 2.9}"
tm21_15,ma20_w10,v1_tp_or_td,20,none,1753,175,0.19,54.3,3.07,-5.85,0.525,"{""2021"": 5.1, ""2022"": 3.5, ""2023"": 0.5, ""2024"": 2.7}"
tm21_15,ma20_w10,v1_tp_or_td,20,mkt_ma60,698,65,0.22,58.5,1.43,-3.4,0.422,"{""2021"": 2.4, ""2022"": -0.3, ""2023"": 0.4, ""2024"": 2.9}"
tm21_15,ma20_w10,v1_tp_or_td,20,mkt_ma20,826,87,0.28,56.3,1.28,-3.67,0.348,"{""2021"": 2.3, ""2022"": 1.2, ""2023"": -0.4, ""2024"": 1.9}"
tm21_15,ma20_w10,water_slope,0,none,1541,170,-4.65,42.8,0.07,-8.35,0.008,"{""2021"": 4.8, ""2022"": -3.8, ""2023"": 1.4, ""2024"": -2.2}"
tm21_15,ma20_w10,water_slope,0,mkt_ma60,649,64,-1.81,46.8,0.84,-4.07,0.206,"{""2021"": 3.7, ""2022"": -1.2, ""2023"": -0.3, ""2024"": 0.9}"
tm21_15,ma20_w10,water_slope,0,mkt_ma20,765,86,-2.41,46.4,0.43,-5.56,0.078,"{""2021"": 3.3, ""2022"": -1.3, ""2023"": -0.5, ""2024"": 0.1}"
tm21_15,ma20_w10,water_slope,10,none,1522,170,-2.92,47.5,1.23,-7.29,0.169,"{""2021"": 6.7, ""2022"": -2.3, ""2023"": 1.4, ""2024"": -1.3}"
tm21_15,ma20_w10,water_slope,10,mkt_ma60,644,64,-1.22,50.9,1.21,-3.77,0.321,"{""2021"": 3.8, ""2022"": -1.2, ""2023"": -0.2, ""2024"": 2.1}"
tm21_15,ma20_w10,water_slope,10,mkt_ma20,758,86,-1.85,50.8,0.89,-4.96,0.18,"{""2021"": 3.3, ""2022"": -0.8, ""2023"": -0.5, ""2024"": 1.4}"
tm21_15,ma20_w10,water_slope,20,none,1475,169,-2.18,48.1,2.12,-7.47,0.284,"{""2021"": 7.8, ""2022"": -0.8, ""2023"": 1.6, ""2024"": -0.8}"
tm21_15,ma20_w10,water_slope,20,mkt_ma60,635,64,-1.37,49.3,1.47,-4.6,0.32,"{""2021"": 4.2, ""2022"": -1.4, ""2023"": 0.6, ""2024"": 2.1}"
tm21_15,ma20_w10,water_slope,20,mkt_ma20,749,86,-0.58,50.3,1.22,-4.77,0.256,"{""2021"": 3.5, ""2022"": -0.6, ""2023"": 0.7, ""2024"": 0.9}"
tm21_15,ma20_w10,ndaylow5,0,none,1800,178,-0.8,39.6,1.93,-5.49,0.352,"{""2021"": 3.5, ""2022"": 2.5, ""2023"": -0.0, ""2024"": 1.3}"
tm21_15,ma20_w10,ndaylow5,0,mkt_ma60,708,68,-0.4,43.5,0.75,-3.42,0.219,"{""2021"": 0.8, ""2022"": -0.4, ""2023"": 0.2, ""2024"": 2.1}"
tm21_15,ma20_w10,ndaylow5,0,mkt_ma20,831,89,-0.59,42.6,0.62,-3.7,0.169,"{""2021"": 0.4, ""2022"": 0.8, ""2023"": -0.2, ""2024"": 1.4}"
tm21_15,ma20_w10,ndaylow5,10,none,1777,176,-0.4,46.5,2.63,-6.27,0.419,"{""2021"": 4.3, ""2022"": 2.8, ""2023"": -0.1, ""2024"": 3.0}"
tm21_15,ma20_w10,ndaylow5,10,mkt_ma60,701,66,-0.66,48.4,0.8,-3.86,0.207,"{""2021"": 1.3, ""2022"": -0.6, ""2023"": 0.2, ""2024"": 2.1}"
tm21_15,ma20_w10,ndaylow5,10,mkt_ma20,827,87,-0.37,47.6,0.8,-4.3,0.187,"{""2021"": 1.1, ""2022"": 0.6, ""2023"": -0.3, ""2024"": 1.7}"
tm21_15,ma20_w10,ndaylow5,20,none,1741,175,-0.31,49.8,2.83,-7.47,0.379,"{""2021"": 6.1, ""2022"": 2.5, ""2023"": -0.6, ""2024"": 2.4}"
tm21_15,ma20_w10,ndaylow5,20,mkt_ma60,698,65,-0.53,51.9,0.8,-4.92,0.162,"{""2021"": 2.2, ""2022"": -0.8, ""2023"": 0.0, ""2024"": 1.3}"
tm21_15,ma20_w10,ndaylow5,20,mkt_ma20,825,87,-0.8,49.9,0.68,-5.27,0.13,"{""2021"": 1.9, ""2022"": 0.8, ""2023"": -0.7, ""2024"": 0.4}"
tm21_15,ma20_w10,ndaylow10,0,none,1790,178,-2.14,38.9,1.92,-8.16,0.235,"{""2021"": 6.4, ""2022"": 1.3, ""2023"": -0.4, ""2024"": -0.2}"
tm21_15,ma20_w10,ndaylow10,0,mkt_ma60,703,68,-1.35,38.4,0.63,-5.76,0.109,"{""2021"": 3.4, ""2022"": -1.1, ""2023"": 0.1, ""2024"": -0.1}"
tm21_15,ma20_w10,ndaylow10,0,mkt_ma20,826,89,-1.04,38.1,0.63,-6.03,0.104,"{""2021"": 2.1, ""2022"": 0.9, ""2023"": -0.4, ""2024"": -0.2}"
tm21_15,ma20_w10,ndaylow10,10,none,1765,176,-1.54,41.6,2.33,-8.54,0.273,"{""2021"": 6.7, ""2022"": 1.1, ""2023"": -0.5, ""2024"": 1.3}"
tm21_15,ma20_w10,ndaylow10,10,mkt_ma60,696,66,-1.38,40.1,0.62,-5.92,0.105,"{""2021"": 3.8, ""2022"": -1.2, ""2023"": 0.0, ""2024"": -0.4}"
tm21_15,ma20_w10,ndaylow10,10,mkt_ma20,822,87,-0.98,40.0,0.63,-6.36,0.1,"{""2021"": 2.4, ""2022"": 0.5, ""2023"": -0.4, ""2024"": -0.1}"
tm21_15,ma20_w10,ndaylow10,20,none,1724,174,-0.26,45.2,2.64,-9.42,0.28,"{""2021"": 8.1, ""2022"": 0.3, ""2023"": 0.4, ""2024"": 0.9}"
tm21_15,ma20_w10,ndaylow10,20,mkt_ma60,692,64,-0.95,43.6,0.64,-6.57,0.097,"{""2021"": 4.4, ""2022"": -1.4, ""2023"": -0.0, ""2024"": -0.7}"
tm21_15,ma20_w10,ndaylow10,20,mkt_ma20,819,86,0.15,43.3,0.72,-7.0,0.103,"{""2021"": 3.0, ""2022"": 0.5, ""2023"": 0.1, ""2024"": -1.1}"
tm21_15,ma20_w10,ndaylow20,0,none,1722,177,-1.04,34.9,2.14,-11.55,0.186,"{""2021"": 9.4, ""2022"": -0.6, ""2023"": -0.2, ""2024"": -0.8}"
tm21_15,ma20_w10,ndaylow20,0,mkt_ma60,687,67,-0.42,34.4,0.42,-8.0,0.052,"{""2021"": 5.7, ""2022"": -1.8, ""2023"": -0.3, ""2024"": -2.0}"
tm21_15,ma20_w10,ndaylow20,0,mkt_ma20,808,88,0.11,33.2,0.66,-8.21,0.081,"{""2021"": 4.3, ""2022"": -0.1, ""2023"": 0.2, ""2024"": -2.0}"
tm21_15,ma20_w10,ndaylow20,10,none,1692,175,-0.58,36.8,2.44,-11.46,0.213,"{""2021"": 9.8, ""2022"": -1.0, ""2023"": -0.2, ""2024"": 0.4}"
tm21_15,ma20_w10,ndaylow20,10,mkt_ma60,681,65,-0.46,35.4,0.41,-8.04,0.051,"{""2021"": 5.9, ""2022"": -1.8, ""2023"": -0.4, ""2024"": -2.2}"
tm21_15,ma20_w10,ndaylow20,10,mkt_ma20,804,86,0.09,34.2,0.65,-8.51,0.077,"{""2021"": 4.4, ""2022"": -0.3, ""2023"": 0.2, ""2024"": -1.9}"
tm21_15,ma20_w10,ndaylow20,20,none,1646,174,-0.12,38.8,2.59,-12.01,0.216,"{""2021"": 10.6, ""2022"": -1.4, ""2023"": 0.0, ""2024"": 0.3}"
tm21_15,ma20_w10,ndaylow20,20,mkt_ma60,677,64,-0.38,36.6,0.41,-8.31,0.049,"{""2021"": 6.1, ""2022"": -1.8, ""2023"": -0.3, ""2024"": -2.6}"
tm21_15,ma20_w10,ndaylow20,20,mkt_ma20,801,86,0.29,35.7,0.64,-8.75,0.073,"{""2021"": 4.8, ""2022"": -0.1, ""2023"": 0.2, ""2024"": -2.5}"
tm21_15,ma20_w10,hold10,0,none,1798,177,0.35,54.4,1.86,-3.07,0.605,"{""2021"": 3.1, ""2022"": 1.5, ""2023"": 1.3, ""2024"": 1.3}"
tm21_15,ma20_w10,hold10,0,mkt_ma60,705,67,0.34,60.4,1.15,-2.93,0.394,"{""2021"": 1.6, ""2022"": -0.1, ""2023"": 0.4, ""2024"": 2.4}"
tm21_15,ma20_w10,hold10,0,mkt_ma20,830,88,1.15,58.9,1.24,-3.01,0.411,"{""2021"": 1.7, ""2022"": 0.6, ""2023"": 0.3, ""2024"": 2.3}"
