period,strategy,entry,exit,min_hold_days,confirm_days,cooldown_days,stocks,stocks_with_trades,trades,weighted_win_rate,positive_stocks,beat_bh_stocks,median_return,median_drawdown,median_calmar,median_vs_bh
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,1,0,61,56,95,63.16,43,18,7.91,-14.43,0.5,-57.17
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,15,1,0,61,58,140,55.71,41,15,6.27,-15.2,0.5,-61.19
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,3,0,61,56,101,63.37,40,20,17.67,-21.32,0.49,-51.63
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,4,0,61,57,105,60.0,37,17,15.77,-21.08,0.49,-49.29
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,4,0,61,57,105,59.05,36,18,15.77,-21.08,0.49,-49.29
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,4,0,61,56,98,61.22,38,18,14.57,-21.88,0.49,-49.29
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,3,0,61,57,131,56.49,37,16,13.21,-19.08,0.49,-48.81
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,3,0,61,57,131,56.49,37,16,13.21,-19.08,0.49,-48.81
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,1,0,61,57,104,63.46,40,19,12.91,-20.31,0.49,-44.17
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,30,2,0,61,58,107,64.49,40,19,12.23,-18.59,0.49,-44.62
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,30,2,0,61,58,107,64.49,40,19,12.23,-18.59,0.49,-44.62
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,2,0,61,57,108,56.48,37,17,11.48,-19.73,0.49,-48.62
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,2,0,61,57,108,56.48,37,17,11.48,-19.73,0.49,-48.62
second_half,tianma__hold_gone,tianma,hold_gone,30,3,0,61,56,84,69.05,44,17,9.83,-18.34,0.49,-48.08
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,3,0,61,56,85,67.06,43,17,9.83,-18.34,0.49,-48.08
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,3,0,61,56,84,69.05,44,17,9.83,-18.34,0.49,-48.08
second_half,tianma__hold_gone,tianma,hold_gone,30,5,0,61,56,84,66.67,41,17,9.28,-18.94,0.49,-53.33
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,30,5,0,61,56,85,64.71,42,17,9.28,-18.5,0.49,-53.33
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,30,5,0,61,56,84,66.67,41,17,9.28,-18.94,0.49,-53.33
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,3,0,61,56,84,65.48,42,17,9.28,-18.59,0.49,-53.29
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,1,0,61,55,83,63.86,39,18,9.28,-18.5,0.49,-45.89
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,1,0,61,55,82,64.63,40,18,9.27,-19.47,0.49,-45.89
second_half,tianma__shou_gone,tianma,shou_gone,30,1,0,61,55,83,63.86,39,18,9.27,-18.94,0.49,-45.89
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,2,0,61,58,178,43.82,36,14,7.35,-14.69,0.49,-63.09
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,2,0,61,58,179,44.13,36,14,7.35,-15.06,0.49,-63.09
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,2,0,61,57,129,55.81,42,19,10.73,-18.81,0.48,-44.19
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,2,0,61,57,159,45.28,40,16,10.73,-18.87,0.48,-45.87
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,2,0,61,57,160,45.0,40,16,10.73,-18.87,0.48,-45.87
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,10,5,0,61,58,144,54.86,43,16,9.62,-17.26,0.48,-51.98
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,10,5,0,61,58,144,54.86,43,16,9.62,-17.26,0.48,-51.98
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,1,0,61,56,96,62.5,41,16,7.46,-14.57,0.48,-50.48
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,2,0,61,58,148,54.73,39,16,7.35,-16.47,0.48,-59.79
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,3,0,61,61,370,40.0,45,11,15.84,-21.43,0.47,-180.16
second_half,low_kdj_25__hold_gone,low_kdj_25,hold_gone,5,5,0,61,58,153,52.29,42,16,9.62,-17.47,0.47,-51.16
second_half,low_kdj_25__hold_or_trend_down,low_kdj_25,hold_or_trend_down,5,5,0,61,58,153,52.29,42,16,9.62,-17.47,0.47,-51.16
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,4,0,61,56,107,58.88,40,17,8.11,-15.81,0.47,-61.09
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,4,0,61,56,95,61.05,40,16,7.72,-16.19,0.47,-50.29
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,30,5,0,61,56,95,60.0,39,18,14.25,-22.08,0.46,-44.47
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,2,0,61,57,138,51.45,39,16,10.42,-18.81,0.46,-44.19
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,2,0,61,57,139,51.08,39,16,10.42,-18.81,0.46,-44.19
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,1,0,61,57,133,56.39,41,16,10.09,-18.1,0.46,-44.17
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,1,0,61,57,139,53.96,39,15,10.09,-17.87,0.46,-44.17
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,1,0,61,57,140,52.14,39,16,10.09,-17.8,0.46,-44.91
second_half,tianma__hold_gone,tianma,hold_gone,10,3,0,61,56,114,55.26,41,17,7.37,-14.6,0.46,-59.5
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,3,0,61,56,114,55.26,41,17,7.37,-14.6,0.46,-59.5
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,4,0,61,60,200,37.0,39,18,6.47,-17.81,0.46,-26.57
second_half,tianma__hold_gone,tianma,hold_gone,10,1,0,61,56,121,52.07,41,16,5.91,-13.74,0.46,-63.09
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,1,0,61,56,121,52.89,41,16,5.91,-13.74,0.46,-63.09
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,4,0,61,54,82,63.41,40,17,11.48,-18.94,0.45,-51.64
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,1,0,61,55,92,59.78,39,18,9.04,-17.87,0.45,-45.89
first_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,1,0,61,61,339,41.0,40,21,7.14,-18.46,0.45,-18.05
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,10,5,0,61,58,162,48.77,42,15,6.54,-17.26,0.45,-51.98
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,4,0,61,58,145,53.1,38,16,8.79,-18.06,0.44,-56.69
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,2,0,61,56,95,63.16,41,15,8.08,-14.69,0.44,-50.96
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,2,0,61,57,163,45.4,37,15,9.24,-19.27,0.43,-44.41
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,3,0,61,56,95,61.05,40,15,7.88,-15.62,0.43,-57.36
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,30,5,0,61,56,105,56.19,37,17,11.25,-20.87,0.42,-49.31
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,1,0,61,57,148,50.68,41,16,10.09,-18.18,0.42,-45.69
second_half,tianma__hold_gone,tianma,hold_gone,5,5,0,61,56,115,53.04,39,17,6.92,-16.67,0.42,-55.51
second_half,tianma__hold_gone,tianma,hold_gone,10,5,0,61,56,108,55.55,39,17,6.92,-16.6,0.42,-55.51
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,5,0,61,56,115,53.04,39,17,6.92,-16.67,0.42,-55.51
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,5,0,61,56,108,55.55,39,17,6.92,-16.6,0.42,-55.51
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,2,0,61,60,202,36.63,34,16,2.78,-16.58,0.42,-34.53
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,1,0,61,57,160,46.88,40,15,10.03,-17.87,0.41,-45.69
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,1,0,61,57,160,46.25,39,16,9.42,-17.87,0.41,-48.39
second_half,tianma__hold_gone,tianma,hold_gone,5,4,0,61,56,122,50.82,42,17,7.69,-15.19,0.41,-57.88
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,3,0,61,60,202,37.13,37,18,6.32,-17.3,0.41,-33.76
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,3,0,61,57,155,47.1,38,16,10.35,-19.4,0.4,-48.58
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,3,0,61,57,155,46.45,38,16,10.35,-19.4,0.4,-48.58
second_half,tianma__hold_gone,tianma,hold_gone,15,3,0,61,56,102,61.76,41,17,8.31,-15.03,0.4,-60.6
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,3,0,61,56,102,61.76,41,17,8.31,-15.03,0.4,-60.6
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,2,0,61,55,82,60.98,39,17,7.72,-18.94,0.4,-50.17
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,5,0,61,56,128,53.91,38,15,9.28,-20.56,0.39,-49.95
second_half,tianma__hold_gone,tianma,hold_gone,5,3,0,61,56,129,48.84,40,15,7.37,-14.57,0.39,-59.5
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,3,0,61,56,129,48.84,40,15,7.37,-14.57,0.39,-59.5
second_half,tianma__shou_gone,tianma,shou_gone,15,1,0,61,55,104,53.85,37,17,7.12,-17.75,0.39,-54.52
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,1,0,61,55,105,52.38,36,17,7.12,-17.18,0.39,-54.66
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,3,0,61,56,95,60.0,37,14,6.49,-17.44,0.39,-53.42
full,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,1,0,61,61,376,40.43,38,9,6.33,-19.14,0.39,-180.01
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,1,0,61,58,211,41.23,37,16,5.58,-15.2,0.39,-68.16
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,1,0,61,56,124,52.42,39,15,5.05,-13.49,0.39,-63.65
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,3,0,61,56,120,49.17,40,17,5.92,-14.64,0.38,-63.53
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,4,0,61,57,153,46.41,38,16,6.95,-19.88,0.37,-49.31
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,3,0,61,58,147,54.42,41,17,5.23,-17.29,0.37,-57.36
second_half,tianma__hold_gone,tianma,hold_gone,15,1,0,61,56,105,57.14,41,17,4.98,-14.37,0.37,-61.19
second_half,tianma__shou_gone,tianma,shou_gone,30,2,0,61,55,83,59.04,39,17,7.36,-18.94,0.36,-50.17
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,2,0,61,55,83,59.04,39,17,7.36,-18.94,0.36,-50.17
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,4,0,61,57,153,47.06,39,16,6.95,-19.88,0.36,-49.31
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,20,4,0,61,57,129,54.26,37,16,6.95,-19.88,0.36,-49.31
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,4,0,61,57,129,53.49,36,16,6.95,-19.88,0.36,-49.31
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,5,0,61,56,105,57.14,39,17,6.92,-17.06,0.36,-57.47
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,20,5,0,61,56,95,60.0,39,16,6.49,-17.18,0.36,-55.51
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,2,0,61,56,96,60.42,40,15,6.49,-17.06,0.36,-50.96
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,1,0,61,58,231,41.13,35,14,3.69,-13.53,0.36,-69.53
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,1,0,61,55,100,56.0,38,17,7.12,-17.8,0.35,-51.73
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,4,0,61,56,120,49.17,41,17,6.68,-15.18,0.35,-60.28
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,3,0,61,56,107,57.94,40,17,6.34,-15.03,0.34,-60.6
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,1,0,61,55,111,51.35,39,18,7.93,-17.75,0.33,-49.95
second_half,tianma__hold_gone,tianma,hold_gone,15,2,0,61,56,102,58.82,39,16,5.21,-14.43,0.33,-66.24
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,2,0,61,56,103,58.25,39,16,5.21,-14.69,0.33,-66.24
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,1,0,61,56,108,54.63,40,15,4.94,-14.43,0.33,-67.04
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,15,2,0,61,56,107,55.14,38,15,4.94,-14.43,0.33,-67.07
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,15,1,0,61,56,105,55.24,40,16,4.94,-14.37,0.33,-61.19
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,1,0,61,56,110,55.45,38,15,4.94,-13.71,0.33,-73.62
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,3,0,61,56,109,55.05,37,17,4.94,-16.59,0.33,-63.77
second_half,tianma__hold_gone,tianma,hold_gone,10,2,0,61,56,116,49.14,40,16,4.47,-14.41,0.33,-67.64
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,10,2,0,61,56,117,48.72,40,16,4.47,-14.56,0.33,-67.64
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,3,0,61,57,136,54.41,39,17,8.11,-19.08,0.32,-47.68
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,3,0,61,57,136,54.41,39,17,8.11,-19.08,0.32,-47.68
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,1,0,61,56,124,48.39,39,16,5.58,-13.74,0.32,-66.04
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,1,0,61,57,171,43.27,36,14,5.23,-18.48,0.32,-47.24
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,2,0,61,56,121,44.63,38,16,4.47,-14.56,0.32,-67.64
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,2,0,61,56,123,43.9,36,15,4.47,-14.69,0.32,-69.22
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,2,0,61,56,110,54.54,38,16,4.47,-15.81,0.32,-67.07
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,2,0,61,55,92,55.43,37,17,7.36,-18.34,0.31,-51.98
second_half,tianma__shou_gone,tianma,shou_gone,20,1,0,61,55,93,55.91,36,14,5.72,-17.8,0.31,-55.42
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,1,0,61,55,93,55.91,35,14,5.72,-17.8,0.31,-55.56
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,10,5,0,61,56,152,46.71,37,15,5.34,-19.78,0.31,-44.47
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,4,0,61,58,201,41.29,37,15,4.65,-16.67,0.31,-49.73
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,30,5,0,61,56,104,59.62,37,16,9.71,-21.83,0.3,-48.37
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,2,0,61,57,144,51.39,43,18,8.18,-18.94,0.3,-45.87
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,2,0,61,55,125,45.6,36,16,5.87,-17.87,0.3,-51.41
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,10,5,0,61,56,117,47.86,37,17,5.12,-16.6,0.3,-60.51
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,5,0,61,56,134,46.27,36,18,14.35,-21.88,0.28,-47.81
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,5,0,61,56,126,49.21,36,18,14.35,-21.57,0.28,-44.47
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,5,0,61,56,108,53.7,37,17,14.25,-22.08,0.28,-44.47
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,5,0,61,56,120,51.67,36,16,12.63,-21.57,0.28,-44.47
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,3,0,61,56,127,55.91,40,17,11.02,-19.47,0.28,-47.92
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,30,5,0,61,56,104,60.58,37,16,9.71,-21.83,0.28,-48.37
second_half,tianma__shou_gone,tianma,shou_gone,30,3,0,61,54,82,58.54,40,18,8.29,-19.45,0.28,-51.19
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,3,0,61,54,82,58.54,40,18,8.29,-19.45,0.28,-51.19
second_half,tianma__shou_gone,tianma,shou_gone,15,3,0,61,54,102,53.92,37,18,7.8,-18.19,0.28,-55.29
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,3,0,61,54,102,53.92,37,18,7.8,-18.19,0.28,-55.29
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,10,5,0,61,56,163,45.4,42,16,7.48,-18.91,0.28,-49.31
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,3,0,61,58,204,41.18,36,15,4.87,-16.52,0.28,-54.48
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,3,0,61,58,217,38.71,37,16,4.17,-18.02,0.27,-54.43
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,15,4,0,61,56,124,53.23,38,17,6.95,-20.87,0.26,-49.29
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,4,0,61,56,111,55.86,38,16,6.95,-21.75,0.26,-49.29
second_half,tianma__shou_gone,tianma,shou_gone,5,3,0,61,54,134,43.28,36,14,5.72,-17.87,0.26,-52.17
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,5,3,0,61,54,134,42.54,36,14,5.72,-17.87,0.26,-52.17
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,4,0,61,57,134,52.98,39,16,5.62,-19.47,0.26,-49.31
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,4,0,61,57,134,52.24,38,16,5.62,-19.47,0.26,-49.31
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,3,0,61,56,139,51.08,39,18,9.06,-19.47,0.25,-48.58
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,20,3,0,61,56,114,57.89,39,17,9.06,-21.17,0.25,-51.63
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,10,2,0,61,55,110,51.82,39,18,7.72,-17.8,0.25,-51.41
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,2,0,61,55,98,56.12,37,18,7.33,-17.87,0.25,-51.72
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,15,2,0,61,55,103,51.46,37,17,5.19,-17.87,0.24,-55.51
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,10,3,0,61,56,121,47.11,37,16,5.11,-15.69,0.24,-63.77
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,2,0,61,55,93,52.69,35,14,4.9,-18.08,0.24,-55.51
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,20,4,0,61,54,93,56.99,37,15,5.72,-17.89,0.23,-50.1
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,15,5,0,61,56,142,54.23,39,16,8.08,-18.91,0.21,-49.31
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,10,4,0,61,56,134,50.75,36,18,6.95,-20.87,0.21,-49.29
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,3,0,61,57,190,41.05,36,17,4.14,-19.47,0.21,-46.34
second_half,tianma__hold_gone,tianma,hold_gone,5,1,0,61,56,144,45.14,37,15,3.1,-12.49,0.21,-62.11
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,1,0,61,56,144,45.14,37,15,3.1,-12.36,0.21,-62.11
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,5,0,61,58,197,42.13,33,15,2.79,-17.92,0.21,-51.98
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,10,5,0,61,56,152,47.37,37,15,5.34,-19.78,0.2,-44.47
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,4,0,61,56,142,42.25,34,14,2.74,-14.95,0.2,-55.41
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,30,5,0,61,52,80,60.0,40,16,7.8,-19.25,0.19,-51.19
second_half,tianma__shou_gone,tianma,shou_gone,10,3,0,61,54,113,46.02,37,17,5.72,-18.19,0.19,-54.67
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,3,0,61,54,113,46.02,37,17,5.72,-18.19,0.19,-54.67
second_half,tianma__shou_gone,tianma,shou_gone,10,1,0,61,55,116,46.55,36,17,5.44,-17.75,0.19,-54.36
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,20,5,0,61,56,128,53.91,37,16,9.28,-20.56,0.18,-49.95
second_half,tianma__shou_gone,tianma,shou_gone,30,5,0,61,52,80,61.25,38,17,6.3,-20.9,0.18,-48.37
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,15,5,0,61,56,132,53.03,38,15,5.34,-19.78,0.18,-44.47
second_half,tianma__shou_gone,tianma,shou_gone,15,2,0,61,55,103,51.46,37,17,4.18,-17.87,0.18,-55.51
second_half,low_kdj_25__mu_or_shou_gone,low_kdj_25,mu_or_shou_gone,5,4,0,61,58,213,38.03,34,13,3.19,-18.83,0.18,-53.19
second_half,low_kdj_25__shou_gone,low_kdj_25,shou_gone,5,4,0,61,57,187,41.18,35,13,2.66,-20.29,0.18,-48.09
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,4,0,61,57,187,40.11,35,14,2.66,-20.29,0.18,-48.37
second_half,tianma__hold_or_shou_gone,tianma,hold_or_shou_gone,5,5,0,61,56,140,42.86,32,14,2.17,-16.26,0.18,-56.1
second_half,low_kdj_25__hold_and_shou_gone,low_kdj_25,hold_and_shou_gone,5,3,0,61,56,155,47.1,38,17,8.54,-20.31,0.17,-47.92
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,3,0,61,53,117,47.01,35,18,8.29,-19.25,0.17,-48.23
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,5,0,61,52,104,53.85,37,17,4.94,-17.18,0.17,-52.9
second_half,tianma__shou_gone,tianma,shou_gone,20,2,0,61,55,93,52.69,35,14,4.16,-18.08,0.17,-55.51
first_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,5,1,0,61,60,203,38.42,33,16,0.56,-14.4,0.17,-34.53
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,15,3,0,61,53,95,53.68,35,17,7.8,-18.94,0.16,-54.7
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,30,3,0,61,53,80,60.0,39,18,8.29,-19.47,0.15,-53.01
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,20,3,0,61,53,87,55.17,37,17,7.04,-19.08,0.15,-53.01
second_half,tianma__shou_gone,tianma,shou_gone,20,3,0,61,54,92,53.26,36,14,4.09,-18.52,0.15,-56.0
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,20,3,0,61,54,92,52.17,36,14,4.09,-18.52,0.15,-56.0
second_half,tianma__hold_gone,tianma,hold_gone,5,2,0,61,56,136,42.65,33,13,2.68,-13.63,0.15,-63.97
second_half,tianma__hold_or_trend_down,tianma,hold_or_trend_down,5,2,0,61,56,137,42.34,33,13,2.68,-13.63,0.15,-63.97
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,5,3,0,61,57,190,40.0,35,17,2.56,-19.47,0.15,-46.34
second_half,tianma__shou_gone,tianma,shou_gone,30,4,0,61,53,81,61.73,39,18,6.44,-20.29,0.14,-49.31
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,4,0,61,53,81,60.49,38,18,6.44,-20.29,0.14,-49.31
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,1,0,61,55,116,45.69,35,16,4.01,-17.18,0.14,-56.69
second_half,tianma__hold_and_shou_gone,tianma,hold_and_shou_gone,5,1,0,61,55,130,43.08,35,15,2.74,-17.8,0.14,-53.57
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,30,5,0,61,52,80,61.25,38,17,6.3,-20.9,0.13,-48.37
second_half,low_kdj_25__shou_or_trend_down,low_kdj_25,shou_or_trend_down,15,5,0,61,56,133,52.63,37,14,5.34,-19.78,0.13,-44.47
second_half,tianma__mu_or_shou_gone,tianma,mu_or_shou_gone,15,4,0,61,54,107,52.34,36,17,4.94,-17.18,0.13,-59.4
second_half,tianma__shou_or_trend_down,tianma,shou_or_trend_down,10,2,0,61,55,115,44.35,37,16,3.63,-17.8,0.13,-51.98
second_half,low_kdj_25__hold_or_shou_gone,low_kdj_25,hold_or_shou_gone,5,2,0,61,58,207,39.61,33,15,2.98,-17.06,0.12,-65.47
